15.26,14.84,0.871,5.763,3.312,2.221,5.22,1
14.88,14.57,0.8811,5.554,3.333,1.018,4.956,1.0
14.29,14.09,0.905,5.291,3.337,2.699,4.825,1.0
13.84,13.94,0.8955,5.324,3.379,2.259,4.805,1.0
16.14,14.99,0.9034,5.658,3.562,1.355,5.175,1.0
14.38,14.21,0.8951,5.386,3.312,2.462,4.956,1.0
14.69,14.49,0.8799,5.563,3.259,3.586,5.219,1.0
14.11,14.1,0.8911,5.42,3.302,2.7,5.0,1.0
16.63,15.46,0.8747,6.053,3.465,2.04,5.877,1.0
16.44,15.25,0.888,5.884,3.505,1.969,5.533,1.0
15.26,14.85,0.8696,5.714,3.242,4.543,5.314,1.0
14.03,14.16,0.8796,5.438,3.201,1.717,5.001,1.0
13.89,14.02,0.888,5.439,3.199,3.986,4.738,1.0
13.78,14.06,0.8759,5.479,3.156,3.136,4.872,1.0
13.74,14.05,0.8744,5.482,3.114,2.932,4.825,1.0
14.59,14.28,0.8993,5.351,3.333,4.185,4.781,1.0
13.99,13.83,0.9183,5.119,3.383,5.234,4.781,1.0
15.69,14.75,0.9058,5.527,3.514,1.599,5.046,1.0
14.7,14.21,0.9153,5.205,3.466,1.767,4.649,1.0
12.72,13.57,0.8686,5.226,3.049,4.102,4.914,1.0
14.16,14.4,0.8584,5.658,3.129,3.072,5.176,1.0
14.11,14.26,0.8722,5.52,3.168,2.688,5.219,1.0
15.88,14.9,0.8988,5.618,3.507,0.7651,5.091,1.0
12.08,13.23,0.8664,5.099,2.936,1.415,4.961,1.0
15.01,14.76,0.8657,5.789,3.245,1.791,5.001,1.0
16.19,15.16,0.8849,5.833,3.421,0.903,5.307,1.0
13.02,13.76,0.8641,5.395,3.026,3.373,4.825,1.0
12.74,13.67,0.8564,5.395,2.956,2.504,4.869,1.0
14.11,14.18,0.882,5.541,3.221,2.754,5.038,1.0
13.45,14.02,0.8604,5.516,3.065,3.531,5.097,1.0
13.16,13.82,0.8662,5.454,2.975,0.8551,5.056,1.0
15.49,14.94,0.8724,5.757,3.371,3.412,5.228,1.0
14.09,14.41,0.8529,5.717,3.186,3.92,5.299,1.0
13.94,14.17,0.8728,5.585,3.15,2.124,5.012,1.0
15.05,14.68,0.8779,5.712,3.328,2.129,5.36,1.0
16.12,15.0,0.9,5.709,3.485,2.27,5.443,1.0
16.2,15.27,0.8734,5.826,3.464,2.823,5.527,1.0
17.08,15.38,0.9079,5.832,3.683,2.956,5.484,1.0
14.8,14.52,0.8823,5.656,3.288,3.112,5.309,1.0
14.28,14.17,0.8944,5.397,3.298,6.685,5.001,1.0
13.54,13.85,0.8871,5.348,3.156,2.587,5.178,1.0
13.5,13.85,0.8852,5.351,3.158,2.249,5.176,1.0
13.16,13.55,0.9009,5.138,3.201,2.461,4.783,1.0
15.5,14.86,0.882,5.877,3.396,4.711,5.528,1.0
15.11,14.54,0.8986,5.579,3.462,3.128,5.18,1.0
13.8,14.04,0.8794,5.376,3.155,1.56,4.961,1.0
15.36,14.76,0.8861,5.701,3.393,1.367,5.132,1.0
14.99,14.56,0.8883,5.57,3.377,2.958,5.175,1.0
14.79,14.52,0.8819,5.545,3.291,2.704,5.111,1.0
14.86,14.67,0.8676,5.678,3.258,2.129,5.351,1.0
14.43,14.4,0.8751,5.585,3.272,3.975,5.144,1.0
15.78,14.91,0.8923,5.674,3.434,5.593,5.136,1.0
14.49,14.61,0.8538,5.715,3.113,4.116,5.396,1.0
14.33,14.28,0.8831,5.504,3.199,3.328,5.224,1.0
14.52,14.6,0.8557,5.741,3.113,1.481,5.487,1.0
15.03,14.77,0.8658,5.702,3.212,1.933,5.439,1.0
14.46,14.35,0.8818,5.388,3.377,2.802,5.044,1.0
14.92,14.43,0.9006,5.384,3.412,1.142,5.088,1.0
15.38,14.77,0.8857,5.662,3.419,1.999,5.222,1.0
12.11,13.47,0.8392,5.159,3.032,1.502,4.519,1.0
11.42,12.86,0.8683,5.008,2.85,2.7,4.607,1.0
11.23,12.63,0.884,4.902,2.879,2.269,4.703,1.0
12.36,13.19,0.8923,5.076,3.042,3.22,4.605,1.0
13.22,13.84,0.868,5.395,3.07,4.157,5.088,1.0
12.78,13.57,0.8716,5.262,3.026,1.176,4.782,1.0
12.88,13.5,0.8879,5.139,3.119,2.352,4.607,1.0
14.34,14.37,0.8726,5.63,3.19,1.313,5.15,1.0
14.01,14.29,0.8625,5.609,3.158,2.217,5.132,1.0
14.37,14.39,0.8726,5.569,3.153,1.464,5.3,1.0
12.73,13.75,0.8458,5.412,2.882,3.533,5.067,1.0
17.63,15.98,0.8673,6.191,3.561,4.076,6.06,2.0
16.84,15.67,0.8623,5.998,3.484,4.675,5.877,2.0
17.26,15.73,0.8763,5.978,3.594,4.539,5.791,2.0
19.11,16.26,0.9081,6.154,3.93,2.936,6.079,2.0
16.82,15.51,0.8786,6.017,3.486,4.004,5.841,2.0
16.77,15.62,0.8638,5.927,3.438,4.92,5.795,2.0
17.32,15.91,0.8599,6.064,3.403,3.824,5.922,2.0
20.71,17.23,0.8763,6.579,3.814,4.451,6.451,2.0
18.94,16.49,0.875,6.445,3.639,5.064,6.362,2.0
17.12,15.55,0.8892,5.85,3.566,2.858,5.746,2.0
16.53,15.34,0.8823,5.875,3.467,5.532,5.88,2.0
18.72,16.19,0.8977,6.006,3.857,5.324,5.879,2.0
20.2,16.89,0.8894,6.285,3.864,5.173,6.187,2.0
19.57,16.74,0.8779,6.384,3.772,1.472,6.273,2.0
19.51,16.71,0.878,6.366,3.801,2.962,6.185,2.0
18.27,16.09,0.887,6.173,3.651,2.443,6.197,2.0
18.88,16.26,0.8969,6.084,3.764,1.649,6.109,2.0
18.98,16.66,0.859,6.549,3.67,3.691,6.498,2.0
21.18,17.21,0.8989,6.573,4.033,5.78,6.231,2.0
20.88,17.05,0.9031,6.45,4.032,5.016,6.321,2.0
20.1,16.99,0.8746,6.581,3.785,1.955,6.449,2.0
18.76,16.2,0.8984,6.172,3.796,3.12,6.053,2.0
18.81,16.29,0.8906,6.272,3.693,3.237,6.053,2.0
18.59,16.05,0.9066,6.037,3.86,6.001,5.877,2.0
18.36,16.52,0.8452,6.666,3.485,4.933,6.448,2.0
16.87,15.65,0.8648,6.139,3.463,3.696,5.967,2.0
19.31,16.59,0.8815,6.341,3.81,3.477,6.238,2.0
18.98,16.57,0.8687,6.449,3.552,2.144,6.453,2.0
18.17,16.26,0.8637,6.271,3.512,2.853,6.273,2.0
18.72,16.34,0.881,6.219,3.684,2.188,6.097,2.0
16.41,15.25,0.8866,5.718,3.525,4.217,5.618,2.0
17.99,15.86,0.8992,5.89,3.694,2.068,5.837,2.0
19.46,16.5,0.8985,6.113,3.892,4.308,6.009,2.0
19.18,16.63,0.8717,6.369,3.681,3.357,6.229,2.0
18.95,16.42,0.8829,6.248,3.755,3.368,6.148,2.0
18.83,16.29,0.8917,6.037,3.786,2.553,5.879,2.0
18.85,16.17,0.9056,6.152,3.806,2.843,6.2,2.0
17.63,15.86,0.88,6.033,3.573,3.747,5.929,2.0
19.94,16.92,0.8752,6.675,3.763,3.252,6.55,2.0
18.55,16.22,0.8865,6.153,3.674,1.738,5.894,2.0
18.45,16.12,0.8921,6.107,3.769,2.235,5.794,2.0
19.38,16.72,0.8716,6.303,3.791,3.678,5.965,2.0
19.13,16.31,0.9035,6.183,3.902,2.109,5.924,2.0
19.14,16.61,0.8722,6.259,3.737,6.682,6.053,2.0
20.97,17.25,0.8859,6.563,3.991,4.677,6.316,2.0
19.06,16.45,0.8854,6.416,3.719,2.248,6.163,2.0
18.96,16.2,0.9077,6.051,3.897,4.334,5.75,2.0
19.15,16.45,0.889,6.245,3.815,3.084,6.185,2.0
18.89,16.23,0.9008,6.227,3.769,3.639,5.966,2.0
20.03,16.9,0.8811,6.493,3.857,3.063,6.32,2.0
20.24,16.91,0.8897,6.315,3.962,5.901,6.188,2.0
18.14,16.12,0.8772,6.059,3.563,3.619,6.011,2.0
16.17,15.38,0.8588,5.762,3.387,4.286,5.703,2.0
18.43,15.97,0.9077,5.98,3.771,2.984,5.905,2.0
15.99,14.89,0.9064,5.363,3.582,3.336,5.144,2.0
18.75,16.18,0.8999,6.111,3.869,4.188,5.992,2.0
18.65,16.41,0.8698,6.285,3.594,4.391,6.102,2.0
17.98,15.85,0.8993,5.979,3.687,2.257,5.919,2.0
20.16,17.03,0.8735,6.513,3.773,1.91,6.185,2.0
17.55,15.66,0.8991,5.791,3.69,5.366,5.661,2.0
18.3,15.89,0.9108,5.979,3.755,2.837,5.962,2.0
18.94,16.32,0.8942,6.144,3.825,2.908,5.949,2.0
15.38,14.9,0.8706,5.884,3.268,4.462,5.795,2.0
16.16,15.33,0.8644,5.845,3.395,4.266,5.795,2.0
15.56,14.89,0.8823,5.776,3.408,4.972,5.847,2.0
15.38,14.66,0.899,5.477,3.465,3.6,5.439,2.0
17.36,15.76,0.8785,6.145,3.574,3.526,5.971,2.0
15.57,15.15,0.8527,5.92,3.231,2.64,5.879,2.0
15.6,15.11,0.858,5.832,3.286,2.725,5.752,2.0
16.23,15.18,0.885,5.872,3.472,3.769,5.922,2.0
13.07,13.92,0.848,5.472,2.994,5.304,5.395,3.0
13.32,13.94,0.8613,5.541,3.073,7.035,5.44,3.0
13.34,13.95,0.862,5.389,3.074,5.995,5.307,3.0
12.22,13.32,0.8652,5.224,2.967,5.469,5.221,3.0
11.82,13.4,0.8274,5.314,2.777,4.471,5.178,3.0
11.21,13.13,0.8167,5.279,2.687,6.169,5.275,3.0
11.43,13.13,0.8335,5.176,2.719,2.221,5.132,3.0
12.49,13.46,0.8658,5.267,2.967,4.421,5.002,3.0
12.7,13.71,0.8491,5.386,2.911,3.26,5.316,3.0
10.79,12.93,0.8107,5.317,2.648,5.462,5.194,3.0
11.83,13.23,0.8496,5.263,2.84,5.195,5.307,3.0
12.01,13.52,0.8249,5.405,2.776,6.992,5.27,3.0
12.26,13.6,0.8333,5.408,2.833,4.756,5.36,3.0
11.18,13.04,0.8266,5.22,2.693,3.332,5.001,3.0
11.36,13.05,0.8382,5.175,2.755,4.048,5.263,3.0
11.19,13.05,0.8253,5.25,2.675,5.813,5.219,3.0
11.34,12.87,0.8596,5.053,2.849,3.347,5.003,3.0
12.13,13.73,0.8081,5.394,2.745,4.825,5.22,3.0
11.75,13.52,0.8082,5.444,2.678,4.378,5.31,3.0
11.49,13.22,0.8263,5.304,2.695,5.388,5.31,3.0
12.54,13.67,0.8425,5.451,2.879,3.082,5.491,3.0
12.02,13.33,0.8503,5.35,2.81,4.271,5.308,3.0
12.05,13.41,0.8416,5.267,2.847,4.988,5.046,3.0
12.55,13.57,0.8558,5.333,2.968,4.419,5.176,3.0
11.14,12.79,0.8558,5.011,2.794,6.388,5.049,3.0
12.1,13.15,0.8793,5.105,2.941,2.201,5.056,3.0
12.44,13.59,0.8462,5.319,2.897,4.924,5.27,3.0
12.15,13.45,0.8443,5.417,2.837,3.638,5.338,3.0
11.35,13.12,0.8291,5.176,2.668,4.337,5.132,3.0
11.24,13.0,0.8359,5.09,2.715,3.521,5.088,3.0
11.02,13.0,0.8189,5.325,2.701,6.735,5.163,3.0
11.55,13.1,0.8455,5.167,2.845,6.715,4.956,3.0
11.27,12.97,0.8419,5.088,2.763,4.309,5.0,3.0
11.4,13.08,0.8375,5.136,2.763,5.588,5.089,3.0
10.83,12.96,0.8099,5.278,2.641,5.182,5.185,3.0
10.8,12.57,0.859,4.981,2.821,4.773,5.063,3.0
11.26,13.01,0.8355,5.186,2.71,5.335,5.092,3.0
10.74,12.73,0.8329,5.145,2.642,4.702,4.963,3.0
11.48,13.05,0.8473,5.18,2.758,5.876,5.002,3.0
12.21,13.47,0.8453,5.357,2.893,1.661,5.178,3.0
11.41,12.95,0.856,5.09,2.775,4.957,4.825,3.0
12.46,13.41,0.8706,5.236,3.017,4.987,5.147,3.0
12.19,13.36,0.8579,5.24,2.909,4.857,5.158,3.0
11.65,13.07,0.8575,5.108,2.85,5.209,5.135,3.0
12.89,13.77,0.8541,5.495,3.026,6.185,5.316,3.0
11.56,13.31,0.8198,5.363,2.683,4.062,5.182,3.0
11.81,13.45,0.8198,5.413,2.716,4.898,5.352,3.0
10.91,12.8,0.8372,5.088,2.675,4.179,4.956,3.0
11.23,12.82,0.8594,5.089,2.821,7.524,4.957,3.0
10.59,12.41,0.8648,4.899,2.787,4.975,4.794,3.0
10.93,12.8,0.839,5.046,2.717,5.398,5.045,3.0
11.27,12.86,0.8563,5.091,2.804,3.985,5.001,3.0
11.87,13.02,0.8795,5.132,2.953,3.597,5.132,3.0
10.82,12.83,0.8256,5.18,2.63,4.853,5.089,3.0
12.11,13.27,0.8639,5.236,2.975,4.132,5.012,3.0
12.8,13.47,0.886,5.16,3.126,4.873,4.914,3.0
12.79,13.53,0.8786,5.224,3.054,5.483,4.958,3.0
13.37,13.78,0.8849,5.32,3.128,4.67,5.091,3.0
12.62,13.67,0.8481,5.41,2.911,3.306,5.231,3.0
12.76,13.38,0.8964,5.073,3.155,2.828,4.83,3.0
12.38,13.44,0.8609,5.219,2.989,5.472,5.045,3.0
12.67,13.32,0.8977,4.984,3.135,2.3,4.745,3.0
11.18,12.72,0.868,5.009,2.81,4.051,4.828,3.0
12.7,13.41,0.8874,5.183,3.091,8.456,5.0,3.0
12.37,13.47,0.8567,5.204,2.96,3.919,5.001,3.0
12.19,13.2,0.8783,5.137,2.981,3.631,4.87,3.0
11.23,12.88,0.8511,5.14,2.795,4.325,5.003,3.0
13.2,13.66,0.8883,5.236,3.232,8.315,5.056,3.0
11.84,13.21,0.8521,5.175,2.836,3.598,5.044,3.0
12.3,13.34,0.8684,5.243,2.974,5.637,5.063,3.0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
11.79691055329944,13.26205021050448,0.8418154359598048,5.297425195441824,2.8224656795089516,2.5155612295349687,5.11758215575468,3.0
14.099379563580108,14.09651415737743,0.8900832369276355,5.375719243721607,3.2700244362828266,3.6215578525557257,5.290043695178298,2.505404995301001
14.002497480660985,14.217282084953226,0.8666301219464068,5.559558576453916,3.165339039679876,2.673758085260589,5.332464025914394,1.5677520430021772
20.126601485146196,16.996601485146194,0.875452528560684,6.5078617669455685,3.7945805788286124,2.206219135587975,6.219683073117412,2.0
13.497972397048066,13.923806640031959,0.865252033234986,5.462730169309282,3.0777796711327534,3.992627292890795,5.338206633066735,2.5985635320634115
11.948909695814242,13.30006724034284,0.8489156098658562,5.334659460675705,2.8006460126071375,4.37052642586006,5.287795387231416,3.0
13.189268446678758,13.656597312361558,0.8880461071531316,5.235685905756451,3.2273409353873634,8.240873758522545,5.05343489701102,3.0
13.798345645135019,14.150208811151742,0.8538611059258809,5.4813155768356525,3.0748234305873776,4.879275388010663,5.412372446535059,2.615032801743978
15.123900490242425,14.680679513921717,0.8823457033484141,5.6148313570441415,3.3606271805568686,3.1944758746190405,5.105051581306414,1.0
12.713061648191408,13.340761866092286,0.8976580568361773,4.991361025250901,3.139550833274774,2.3017686034078615,4.75292725796251,2.9930094726962
13.15941370865188,13.845736463094509,0.8545178829416054,5.40344825034478,2.976904212803897,3.442713552457243,5.300170528899393,2.7915618153788504
11.504311948533484,12.95294679879861,0.8600657617246467,5.067700186899029,2.8476532142385675,6.069790072590026,5.007799630547668,2.735045855612012
19.455884718735994,16.816014837819495,0.863716672833815,6.612465401670944,3.6739456411613785,3.057399602071384,6.448629818803871,2.0
16.004953814500137,14.902653227653962,0.9056638122092241,5.402800152438823,3.5708421537960526,3.213378721098887,5.1783937733503125,1.8849706576912642
17.007399467710833,15.558978366692793,0.8785312695452886,5.960003108859313,3.49966255012269,2.560421088760136,5.788321997515018,1.575851412163937
17.286332541317613,15.613327639695278,0.8884108067383766,5.968266752276582,3.62967652988788,3.0458929086684723,5.677094137278226,1.4946210321176392
16.67722794496899,15.40871684116431,0.8794707499178026,5.956810097891642,3.4663995680540802,4.413036004037934,5.8630408775057266,2.0
15.929664922694606,14.87782129210379,0.9045217870789621,5.596769121939985,3.539564258420758,1.4690483530278136,5.114703944505787,1.0
12.686049568525036,13.414232949317068,0.884854803101108,5.126151239213126,3.0810312970329,2.722660134043469,4.858289000833263,1.4936983661197538
12.969689999628653,13.795408578862412,0.8436836629448636,5.371309232358939,2.9037477077812754,3.7588158407700103,5.342151013232031,2.7849017264769387
14.415045446697281,14.382054536036737,0.8762963642642175,5.572886811824797,3.2610831760890147,3.878244040131407,5.155963642642176,1.0
13.730830015704703,13.90724900471141,0.8924432404397317,5.332733598743624,3.2978503116738294,2.378359182829525,4.9407346804738195,1.0
12.812290713171482,13.49048452195247,0.8842701959240138,5.174202601887045,3.1199912068939426,4.892619619914476,4.935895677909194,3.0
14.231185265358793,14.480592632679397,0.8532176668470572,5.716294073673206,3.16023368907202,3.989180780025808,5.333237426849507,1.0
12.653344477990037,13.364841790026823,0.8906278091157699,5.043831759835788,3.1022014335803814,2.400189370859928,4.840577072457169,3.0
18.356327121541938,16.141278077528717,0.8852502059983639,6.077441000524886,3.671518195396448,3.8207871018973165,6.004261942115907,2.0
10.800212552179545,12.933063765653863,0.8110727581545534,5.315289397509926,2.6486893472721196,5.470961514537551,5.194638284511222,3.0
11.48667449844006,13.163466473481012,0.833283553275875,5.262763780656738,2.715950659827625,5.550284476125095,5.207574551953833,3.0
15.995172171163125,14.996596014523911,0.8936358284542987,5.697877473548618,3.4750490105805527,0.816333040010951,5.171248996681403,1.0
18.35660422695904,15.924833370436334,0.9094502068955921,5.979435417130454,3.7619666740872666,2.901006318176761,5.937181223564113,2.0
14.364068427339605,14.386045618226404,0.8726,5.581060864409468,3.160315606281153,1.4341444176093479,5.270342136698027,1.0
14.352121293307388,14.297601771035016,0.881861644975253,5.435158406068485,3.3289169193027206,2.7872052059392987,5.042150650742412,1.0
14.261996398708538,14.383000600215244,0.866355719099266,5.566203241162316,3.2133170229323915,2.9802032411623154,5.131121584568243,1.0
18.99874137276951,16.464502992528683,0.8805265070651369,6.273642200457004,3.73931799310894,3.365668890867545,6.165165439975349,2.0
11.854365461648316,13.438252565714267,0.8239567603736261,5.392423471648349,2.7642095046703266,6.95159790267032,5.253178893329666,3.0
16.134906569789326,15.35181019540454,0.860151960016313,5.762805422988442,3.3882081344826624,4.325465726433646,5.711284350738258,2.0
15.340775611338797,14.883656504724499,0.87027313009449,5.828432116063295,3.259501382456739,4.488476462346313,5.637775575449675,1.6731300944899683
19.650236590739542,16.80943238330851,0.8738655632468268,6.558332101008289,3.7317360532113715,3.292033102595195,6.427613086351832,2.0
17.448273079913616,15.88931079356232,0.8682170609879474,6.051172692008639,3.4733433018881117,3.7921386220859725,5.924896488901275,2.0
13.438976729038881,13.973164766370802,0.8654115383200636,5.389842355140757,3.09758594394118,6.067653130890243,5.274779915866066,2.7894112148108903
14.45278795866852,14.344848541906085,0.8819916342410937,5.388659386636021,3.375454562571825,2.7998982050976826,5.04309334337547,1.0
15.14230285524192,14.574003005517811,0.8963728031385833,5.594131337455426,3.4542643162446978,3.152142133917647,5.184080360662137,1.0
